Year,Kilometers_Driven,Fuel_Type,Transmission,Owner_Type,Mileage,Engine,Power,Seats,Price
2012,38000,0,0,1,14.84,2143,170,5,13.51
2015,60334,0,1,1,25.8,1498,98.6,5,5.43
2010,107000,1,1,1,16.6,1388,68,5,2.6
2013,445000,1,1,1,18.5,1197,82.9,5,4.45
2017,2196,1,1,1,22.74,796,47.3,5,2.75
2010,24000,1,0,1,10.6,2996,258,5,8.75
2015,44846,1,1,0,14.6,1368,88.7,5,5.41
2018,64035,0,0,1,28.4,1248,73.75,5,8.55
2014,45600,0,1,1,15.1,2179,140,7,8.25
2014,102001,0,0,1,11.1,2400,200,7,23.58
2014,47439,1,1,1,20.36,1197,78.9,5,4.49
2010,193254,0,1,1,11.5,2982,171,7,12.99
2016,29000,1,0,1,21.9,624,37.48,4,2.8
2016,51681,0,1,1,19.98,1461,108.5,8,8.43
2015,50000,0,0,1,12.07,2967,241.4,7,47.5
2016,42666,1,0,1,18,1497,117.3,5,8.95
2013,65000,0,1,0,19.01,1461,108.45,5,5.5
2014,18776,1,1,1,17.8,1198,86.7,5,4.75
2016,6714,1,1,1,18,1198,86.7,5,4.75
2009,40000,1,0,0,12.05,1995,154,5,9.5
2011,88539,0,1,1,23.2,1248,73.94,5,3.77
2012,65055,1,1,0,17,1497,118,5,4.25
2014,23000,0,0,1,18.88,1995,184,5,19.9
2009,60000,0,1,1,15,1896,105,5,4
2013,59350,1,1,1,19.1,1197,85.8,5,4.16
2015,19000,0,0,0,16.36,2179,187.7,5,38
2016,45560,1,0,1,16.9,1197,82,5,6.34
2009,118000,0,1,1,12.8,2494,102,8,4.5
2016,55000,1,1,1,15.1,1196,73,7,3.75
2012,60000,0,0,0,15.2,1968,140.8,5,10.2
2007,145000,0,1,1,12.8,2494,102,8,5
2008,46810,1,1,1,9.8,1995,163.5,5,3.95
2016,62767,0,1,1,20.34,1498,103.2,5,9.75
2018,18553,1,1,1,18.6,1197,81.86,5,7.93
2011,143143,0,1,1,17.8,1399,67,5,2.1
2015,53497,0,1,1,13.5,2477,175.56,7,16.42
2011,148000,0,1,0,14.66,2199,194.3,7,8.9
2012,95000,0,1,1,15.1,2179,140,7,7.21
2015,100000,0,1,1,12.8,2494,102,8,13.5
2016,29000,0,0,1,11.57,2987,254.79,5,65
2014,87000,0,1,1,12.05,2179,120,7,7.4
2014,56838,1,0,1,16.8,1497,118,5,5.15
2013,100000,0,0,1,12,2987,224,7,32
2011,125000,1,1,1,17,1497,118,5,3.25
2017,17000,1,0,1,22.5,998,67,5,3.95
2013,70000,1,1,0,15.4,1193,65,5,1.5
2010,50000,1,1,0,17,1197,80,5,3
2010,39800,1,1,1,16,1198,90,5,1.99
2010,60000,1,1,1,19,998,66.1,5,1.35
2009,58000,0,0,1,16.07,1995,181,5,13.5
2010,110009,0,1,1,17.67,1968,138.08,5,6.99
2013,85000,0,1,1,19.01,1461,108.5,5,8.5
2010,84000,0,1,0,22.07,1199,73.9,5,2.89
2011,51000,0,0,1,22.69,1995,190,5,10.5
2013,68880,1,1,1,16.95,1498,97.7,5,3.97
2017,5500,1,0,1,24.07,998,67.1,5,4.25
2016,40052,1,1,1,21.1,1197,85.8,5,6.17
2016,47293,0,0,1,14.16,1968,174.3,5,38.72
2013,79663,0,1,1,16.8,1493,110,5,6.5
2013,63000,0,1,0,25.8,1498,98.6,5,4.25
2014,45000,0,1,1,26,1498,98.6,5,4.75
2014,56501,0,0,1,12.9,2755,174.5,7,17.71
2015,58000,0,1,1,20.34,1498,103.2,5,5.85
2011,51602,0,0,1,22.48,1995,190,5,17.27
2007,74199,0,0,1,16.07,1995,181,5,9.25
2017,25000,1,0,1,13,1591,121.3,5,12.75
2016,70000,0,0,0,21.76,1995,190,5,27
2013,25000,0,0,0,14.84,2143,167.62,5,21
2017,22000,0,1,1,26.59,1248,74,5,7.95
2015,47020,1,1,0,23.1,998,67.04,5,4.5
2017,8000,0,0,1,19.59,1995,187.74,5,33.75
2010,73000,0,0,1,11.33,4134,335.2,7,17.51
2017,36973,1,1,1,18.2,1199,88.7,5,6.8
2014,42083,1,1,1,25.4,624,37.48,4,1.68
2016,61000,1,1,1,24.7,796,47.3,5,2.9
2014,43628,1,1,1,22.5,998,67.04,5,3.16
2014,60000,0,1,1,24.4,1120,71,5,3.9
2010,54000,1,1,0,17.8,1199,76.8,5,1.95
2015,27001,0,0,1,16.36,2179,187.7,5,26.52
2010,52000,0,0,1,18.33,1968,167.7,5,9
2012,80000,0,1,1,21.27,1396,88.76,5,4.5
2008,160000,0,1,1,10.5,2835,107.2,6,8.75
2018,3300,0,0,1,24.3,1248,88.5,5,11.5
2016,35027,1,1,1,24.07,998,67.1,5,3
2015,26568,1,1,1,21.1,814,55.2,5,3.79
2015,59000,0,1,1,28.09,1248,88.5,5,6
2016,51000,0,1,1,19.67,1582,126.2,5,13.25
2012,56400,0,0,1,17.2,1968,138.1,5,8
2015,80000,0,1,1,20.14,1498,88.8,5,5.8
2013,107000,0,1,0,12.99,2494,100.6,7,13.5
2014,100000,0,0,1,14.21,2143,203,5,25
2016,59998,0,1,1,20.14,1498,88.8,5,5.49
2013,105000,0,0,1,17.32,1968,150,5,19
2011,36000,1,1,1,18.5,1197,80,5,2.5
2015,24350,1,1,0,19.81,1086,68.05,5,3
2018,28973,0,1,1,24.7,1047,69,5,6.64
2017,8243,1,1,1,21.1,814,55.2,5,3.21
2009,136642,1,1,0,17.92,1086,62.1,5,1.55
2011,60000,1,1,1,17.92,1086,62.1,5,2.59
2008,100000,0,1,0,12.7,2609,120,8,4
2010,48689,1,1,1,17.4,1497,117.3,5,3.87
2017,45000,0,1,1,24.3,1248,88.5,5,9.75
2019,38163,0,0,1,17.11,1968,174.33,5,32.91
2011,43800,0,0,0,14.21,2143,203,5,16.75
2007,92000,1,1,1,13.5,1799,130,5,1.9
2017,14064,1,1,1,18.6,1197,81.83,5,6.59
2017,42366,0,0,1,15.73,1968,174.33,5,31.93
2014,76551,0,1,1,25.1,1498,98.6,5,7.25
2008,72672,1,1,1,19.81,1086,68.05,5,1.9
2015,45000,0,1,1,25.2,1248,74,5,3.55
2012,91696,0,0,1,11.4,2953,153.86,7,9.25
2009,66484,1,1,1,13.8,1299,70,5,1.65
2019,15456,0,0,1,20.68,1995,190,5,36.64
2011,55000,0,0,0,14.21,2143,203,5,16
2019,21112,1,1,1,15.1,1196,73,5,5.38
2014,61297,0,1,1,25.8,1498,98.6,5,4.35
2006,80000,1,1,0,17.3,993,60,5,1.2
2013,59000,1,1,0,18.5,1197,80,5,4.1
2009,150000,0,0,1,11,2993,235,5,18.75
2017,60083,0,1,1,19.67,1582,126.2,5,13.78
2016,85450,0,1,1,26.59,1248,74,5,4
2013,88000,0,1,1,22.9,1248,74,5,4.33
2015,81828,0,1,1,24,1186,73.97,5,5.43
2016,18000,1,1,1,18.16,1196,86.8,5,4.9
2017,15000,0,0,1,15.97,2993,258,5,70
2016,34000,0,0,1,11.78,2143,167.62,5,25.5
2015,46000,1,0,1,18.9,1197,82,5,5.1
2013,48158,0,1,1,22.32,1582,126.32,5,6.7
2013,93000,0,0,1,16.73,2993,218,5,26.5
2013,71007,0,1,1,23.08,1461,63.1,5,3.9
2010,63067,1,1,0,15.5,1586,103.3,5,2.7
2011,70259,0,1,1,21.12,1248,88.8,5,2.95
2015,13000,0,0,1,16.55,1968,140,5,23
2009,140000,0,1,0,17.8,1248,75,5,2.49
2015,130000,0,1,1,25.2,1248,74,5,4.5
2011,89401,0,1,1,21.43,1364,87.2,5,4.5
2015,67000,0,1,1,27.3,1498,98.6,5,6.9
2010,65329,1,0,1,7.94,4395,450,4,20.72
2010,72000,1,1,1,16.25,1198,73.9,5,2.21
2011,82000,0,0,0,12.35,2179,187.74,5,13.9
2010,85000,1,1,1,15.3,1596,101,5,1.46
2012,83000,0,0,1,19.08,1582,126.32,5,6
2016,26000,1,1,1,21.7,999,67,5,3
2012,27000,0,1,1,22.3,1248,88.8,5,3.5
2018,37746,0,1,1,21.19,1396,88.73,5,7.59
2009,63274,1,1,0,15,1586,104.68,5,1.99
2016,25000,1,1,1,25.17,799,53.3,5,3.8
2013,197000,0,1,1,11.68,2498,112,7,4
2013,45010,1,1,0,21.1,814,55.2,5,2.95
2013,75348,0,1,1,25.8,1498,98.6,5,3.75
2010,90110,0,1,1,22.07,1199,73.9,5,2.5
2011,102013,1,1,1,17,1497,118,5,3.75
2015,36000,0,0,1,12.55,2982,168.5,7,22
2017,37578,1,1,1,18,1198,86.7,5,6.14
2015,46001,0,0,1,20.58,1995,143,5,16
2014,46559,1,0,1,23.1,998,67.04,5,3.75
2015,48000,0,1,1,12.99,2494,100.6,8,11.75
2013,46000,0,0,0,16.36,2179,187.7,5,24
2017,15000,1,1,1,17.5,1199,88.7,5,8.9
2012,85000,0,0,0,17.05,1995,184,5,10
2014,32000,1,0,1,14.3,1598,103.5,5,5.55
2012,60818,1,1,1,16.09,1598,103.5,5,3.59
2019,35188,0,1,1,22.77,1498,98.59,5,11.13
2012,110000,0,1,1,15.1,2179,140,7,7.2
2014,61000,0,1,1,18.6,1388,67,5,2.98
2010,75000,1,1,0,17.92,1086,62.1,5,1.7
2015,55000,0,0,1,12,2987,224,7,52
2003,69966,1,1,1,19.7,796,46.3,5,0.95
2016,42000,1,1,1,17.8,1497,117.3,5,9.25
2014,48000,0,0,1,13.01,2199,194.3,7,16.25
2015,35000,0,0,1,17.9,2143,136,5,20.99
2005,128000,0,1,0,12.8,2494,102,8,4.25
2008,78000,0,0,0,16.07,1995,181,5,7.2
2011,53080,1,1,1,18.6,1197,85.8,5,4.4
2011,66000,1,1,0,15.04,1598,103.6,5,4.25
2012,25000,1,1,1,16.02,1373,93.7,7,5.35
2016,36139,1,0,0,18.9,1197,82,5,6.3
2017,44000,0,1,1,19.67,1582,126.2,5,12.5
2008,50000,0,0,0,16.77,2967,241.38,5,7.5
2016,81177,0,1,1,16,1997,140,7,11.25
2016,26000,1,0,1,16.05,1499,110.4,5,7.65
2016,100000,0,1,1,24.4,1120,71,5,4.5
2014,75000,0,0,1,21.21,1498,103.2,5,7.5
2004,119859,1,0,1,13,2987,210,5,7.1
2010,55980,1,1,1,20.36,1197,78.9,5,2.25
2015,30000,0,0,1,17.11,1968,174.33,5,27
2012,49700,0,1,0,21.9,1396,88.76,5,4.18
2013,79000,0,1,1,23.5,1396,88.7,5,6.5
2010,65100,1,1,1,17,1497,118,5,3.15
2016,54161,0,1,1,25.47,1248,88.5,7,7.64
2011,28619,1,1,1,19.7,796,46.3,5,2.4
2016,9000,1,0,1,20.51,998,67,5,4.25
2016,42876,0,0,1,19.08,1582,126.2,5,9.31
2011,64000,1,1,1,19.7,796,46.3,5,2.39
2018,20488,1,1,0,16.09,1598,103.5,5,7.64
2016,21000,1,1,1,21.4,1197,83.1,5,6.21
2012,119203,0,0,1,0,2179,115,5,16.5
2011,55987,1,0,1,13.7,1997,153.86,5,8.22
2017,72668,0,1,1,14.24,2755,174.5,7,28.85
2015,32000,1,0,1,15.6,1497,116.3,5,8.5
2014,3000,1,0,0,12,5461,421,2,90
2015,10400,1,1,1,17.4,1497,117.3,5,6.51
2013,35000,0,1,1,22.9,1248,74,5,4.65
2013,55101,1,0,1,14.53,1794,138.1,5,8.4
2014,57464,0,1,1,23.59,1364,67.06,5,5.75
2006,110000,1,1,1,18.9,998,67.1,5,1.11
2014,72000,1,0,1,12,1991,184,5,17.25
2012,16000,0,0,1,16.36,2179,187.7,5,32
2011,62020,1,1,1,17,1197,80,5,3.45
2014,85000,0,0,0,12.39,2179,147.51,5,23
2018,14223,1,1,1,18.6,1197,81.86,5,7.32
2014,41210,1,1,1,18,1198,86.7,5,4.4
2015,20000,0,0,1,0,2987,165,5,47.35
2016,18043,1,1,1,22.74,796,47.3,5,4.12
2016,80000,0,0,1,11.36,2755,171.5,7,19.5
2016,21000,1,0,1,18.9,1197,82,5,6.2
2016,49000,0,0,1,16.55,2993,258,5,45
2010,95000,1,1,0,18.5,1197,80,5,2.8
2015,32000,1,0,1,18.9,1197,82,5,4.8
2014,122800,0,1,1,25.01,1498,89.75,5,5.65
2015,69000,0,1,1,26.59,1248,74,5,5.9
2015,65000,0,1,0,23.59,1364,67.04,5,5
2015,23000,1,1,1,19.1,1197,82,5,4.9
2009,70000,1,1,1,13.5,1799,130,5,4.25
2014,250000,0,1,1,12.99,2494,100.6,8,10.9
2012,56000,1,1,1,13.2,1495,94,5,2.45
2013,30000,1,1,1,22.74,796,47.3,5,2.5
2010,35000,1,0,1,8.1,5461,387.3,2,29.5
2013,92250,0,1,0,22.7,1498,89.84,5,5.75
2018,40000,1,1,1,20.14,1197,81.86,5,5
2014,96848,1,0,1,14.3,1598,103.6,5,4.62
2016,42000,0,0,1,15.73,1968,174.33,5,23.5
2013,55886,0,1,1,16,2179,140,7,7.25
2019,12336,1,1,1,17,1591,121.3,5,11.88
2009,60000,1,1,0,13.9,1599,103.2,5,2.25
2003,83000,1,1,0,14.2,1597,92,5,0.85
2018,24000,1,1,1,19.69,1198,67.04,5,4
2016,32198,1,0,1,16.5,1198,86.8,5,5.1
2014,92247,0,1,1,12.99,2494,100.6,7,12.5
2011,121311,0,1,1,20.64,1498,108.5,5,2.9
2016,66296,0,1,1,16,2179,140,7,15.96
2015,41000,1,0,1,16.9,1197,82,5,5.45
2017,38681,0,1,1,13.5,2198,157.7,7,23.86
2008,43761,1,1,1,18,995,62,5,1.75
2017,17400,0,1,1,24.52,1248,88.5,7,9.75
2013,61510,0,1,1,25.8,1498,98.6,5,4.75
2014,60000,1,1,1,17.4,1497,117.3,5,6.25
2014,35165,0,0,0,23.8,1998,112,5,22
2016,41617,1,0,1,14.53,1794,138.1,5,14.14
2014,65000,1,0,1,13.7,1798,157.75,5,11.95
2011,68000,1,1,1,18.9,998,67.1,5,2.5
2013,49000,1,1,1,19.81,1086,68.05,5,2.75
2019,16698,1,1,1,23.84,1199,84,5,5.85
2016,30965,1,1,1,21.4,1197,83.1,5,6.25
2014,56058,1,1,1,15.04,1598,103.2,5,4.95
2017,15356,1,1,1,18.9,1197,81.86,5,4.75
2013,54000,0,1,1,20,1399,68.05,5,2.55
2011,47000,1,0,0,13.9,1799,130.3,5,4.5
2015,21652,1,1,1,22.74,796,47.3,5,3.01
2016,52000,0,0,1,15.68,1999,177,5,42
2010,35010,0,0,1,12.4,2698,179.5,5,11.5
2006,76662,0,0,1,11,2987,198.5,5,10.99
2009,89000,1,0,1,17,1497,118,5,3.71
2006,80000,1,0,0,10.1,2354,152,5,2
2018,39023,0,1,1,28.09,1248,88.5,5,9.48
2004,62000,1,1,0,18.9,998,67.1,5,1.25
2015,78046,0,1,1,19.67,1582,126.2,5,10.9
2015,34400,0,1,1,28.09,1248,88.5,5,5.5
2016,64624,1,1,1,21.1,814,55.2,5,3.71
2014,69192,1,1,1,16.02,1373,93.7,7,6.25
2012,55000,0,1,1,20.54,1598,103.6,5,4.9
2005,81000,1,1,0,12.8,1493,100,5,1.1
2016,36733,1,1,1,16.47,1198,73.9,5,4.72
2017,24310,1,1,1,33.44,796,40.3,4,3.7
2016,43022,0,0,1,17.9,2143,136,5,24.85
2013,74000,0,1,1,14.66,2199,194.3,7,12.25
2014,47000,0,1,1,22.9,1248,74,5,3.9
2017,37460,1,1,1,18.6,1197,81.86,5,6.28
2011,130000,0,1,1,14,2498,112,8,2.75
2017,31576,1,1,1,18.9,1197,82,5,7.85
2011,66000,1,1,1,15.04,1598,103.6,5,2.95
2008,79000,1,0,0,11.7,2354,177.6,5,4.85
2011,47140,0,0,0,13.5,2925,281.61,5,30
2016,36610,0,0,1,15,2143,107.3,5,19.9
2016,93000,0,1,1,20.5,1582,126.2,5,10.8
2007,52195,1,1,1,19.7,796,46.3,5,1.75
2016,20003,0,0,1,20.38,1968,143,5,19.25
2013,66314,0,1,1,19.87,1461,83.8,5,5.5
2009,76000,0,1,1,17.8,1399,68,5,2.75
2015,29000,0,1,1,19.67,1582,126.2,5,13
2011,30000,0,1,1,20,1399,68,5,3.2
2013,56526,1,1,1,15.26,1598,103.5,5,5.84
2015,38000,0,0,0,16.8,1969,150,5,24
2012,41000,0,0,1,19.08,1582,126.32,5,6.25
2009,53000,0,0,1,14.49,2993,258,5,36
2003,125000,0,1,0,14.8,1998,68,5,3
2010,242000,0,1,1,11.5,2982,171,7,11
2015,90000,0,1,1,26.21,1248,88.5,5,6.5
2018,11000,0,1,1,24.3,1248,88.5,5,9.4
2018,21936,0,0,1,21.76,1995,190,5,37.92
2013,41000,1,0,1,14.4,1598,103.6,5,5.25
2011,47000,1,1,1,17,1197,80,5,4.5
2009,110000,0,0,1,11,2993,235,5,18
2015,45960,1,1,1,19.1,1197,82,5,5.56
2013,48000,0,0,1,14.21,2143,203,5,22
2011,68000,0,0,1,12.39,2179,147.51,5,22
2011,41000,1,1,1,20.36,1197,78.9,5,2.65
2013,69573,0,1,0,22.32,1582,126.32,5,5.85
2012,115000,0,1,1,19.33,1968,138.1,5,6.95
2012,47629,0,1,1,15.1,2179,140,7,6.5
2004,66624,1,1,0,19.7,796,35,8,0.85
2013,80000,1,0,0,14.67,1798,177.46,5,7.25
2012,94868,0,1,1,22.9,1248,74,5,4.5
2010,76477,0,1,1,10.5,2179,120,8,4.25
2016,28000,1,0,1,13.7,1991,183,5,26
2017,28599,0,1,1,16.55,2498,105,6,9.66
2013,45348,0,1,0,19.01,1461,108.45,5,6.85
2013,80127,0,0,1,12.8,1968,167.6,5,23.68
2013,68000,0,0,0,12.39,2179,147.51,5,15.75
2012,75000,0,1,0,20.54,1598,103.6,5,3.5
2006,48000,1,0,0,11.62,2979,306,5,6.99
2019,41871,0,1,1,22.7,1582,126.2,5,15.57
2015,84931,0,1,1,15.3,2956,83.8,7,5.29
2016,15000,1,1,1,22.7,799,53.64,5,2.25
2009,110000,0,0,1,11.7,2993,245,5,20
2011,5900,1,0,1,7.94,4395,450,4,47.5
2002,103653,1,1,0,18.9,1061,47,5,1.22
2012,64806,1,1,1,16.47,1198,73.9,5,3.65
2016,35000,1,1,1,20.62,1198,67,7,3.1
2016,40000,1,1,1,15.29,1591,121.3,5,11.5
2015,23876,1,1,1,24.07,998,67.1,5,3.46
2013,67901,0,1,1,14.66,2199,194.3,7,8.38
2014,68865,0,1,1,15.11,1598,103.6,5,4.8
2014,71000,0,1,0,25.8,1498,98.6,5,4.5
2014,25000,0,1,1,22.9,1248,74,5,3.95
2012,180000,0,1,1,20.5,1598,103.5,5,3.65
2005,131000,0,0,1,11,2987,198.5,5,10
2011,65000,0,1,0,12.05,2179,120,8,4
2012,117777,0,1,1,21.64,1461,84.8,5,4.75
2009,65000,1,1,0,17.5,1298,85.8,5,3.1
2017,46897,1,1,1,21.1,814,55.2,5,3.61
2015,36695,1,1,1,19.4,1198,86.8,5,4.29
2011,43000,1,1,1,18.06,1198,75,5,2.13
2008,54000,1,1,1,19.7,796,46.3,5,1.1
2011,89000,0,0,1,22.69,1995,190,5,13.95
2014,7000,1,1,1,16.47,1198,74,5,5.35
2014,58470,1,1,1,23.1,998,67.04,5,3.9
2014,37000,1,1,1,21.5,1197,81.8,5,2.8
2016,29000,0,1,1,26.21,1248,88.5,5,8.75
2013,52000,0,0,1,16.55,1968,147.51,5,19.5
2013,32807,1,1,1,19.4,1198,86.8,5,2.75
2013,86000,0,0,1,11.79,2179,120,8,8
2014,66500,0,1,1,26,1498,98.6,5,5.7
2012,94000,0,0,1,17.05,1995,184,5,12.5
2011,29000,1,1,0,18,995,62,5,1.75
2010,107389,0,1,0,20,1399,68,5,1.9
2015,36100,1,1,1,20.4,1197,81.8,5,4.5
2015,16329,0,0,1,19.27,2143,170,5,30.3
2014,36000,0,0,1,19.3,1968,141,5,16
2017,41816,0,0,1,18.56,1995,190,5,32.78
2015,54680,1,1,1,21.1,814,55.2,5,2.5
2017,14000,0,0,1,18.25,1968,187.74,5,43
2017,23977,1,1,1,18.16,1196,86.8,5,5.38
2013,30131,1,1,1,20.92,998,67.1,5,2.65
2017,2530,1,1,1,24.7,796,47.3,5,3.3
2015,39000,0,0,1,19.27,2143,167.62,5,34
2001,140000,1,1,0,20.3,1086,68,5,0.7
2017,32257,0,1,1,24.4,1120,71,5,6.83
2016,46983,0,1,1,25.8,1498,98.6,5,5.77
2008,107000,0,1,0,17.8,1248,75,5,3.1
2017,19000,1,1,1,16.2,1199,74,5,4.95
2013,88000,0,0,1,17.11,1968,174.33,5,16.25
2012,84384,0,0,1,10.2,4367,308,7,52.54
2011,128000,0,1,0,16,2179,140,7,6.4
2011,71000,0,1,0,13.1,2499,141,7,6.95
2008,50000,0,1,1,17.2,1396,53.5,5,0.85
2016,16000,1,1,1,21.4,1197,83.1,5,6.95
2017,82000,0,1,1,24.4,1120,71,5,3.45
2008,80000,1,1,1,13.5,1799,130,5,2.75
2015,36000,1,1,0,18.6,1197,81.83,5,4.95
2018,17477,1,1,1,17,1198,108.5,5,9.62
2016,16725,1,1,1,18.6,1197,81.83,5,6.79
2014,48241,1,1,1,19.1,1197,85.8,5,4.5
2014,52431,1,1,1,22.5,998,67.04,5,3.01
2012,68000,0,1,1,21.9,1396,88.76,5,4.4
2012,158000,0,0,1,12.55,2982,168.5,7,17.49
2014,31446,1,1,1,20.36,1197,78.9,5,4.66
2015,25000,1,1,1,18.9,1197,82,5,5.5
2016,57000,1,1,1,18.6,1197,81.83,5,6
2018,57078,0,1,1,24.3,1248,88.5,5,10.19
2016,47471,0,1,1,25.8,1498,98.6,5,5.25
2014,50000,0,0,1,15.26,2143,203.2,5,45
2010,62000,0,1,1,23,1396,90,5,2.7
2013,65807,1,1,1,19.81,1086,68.05,5,3.39
2014,81768,0,1,1,26.59,1248,74,5,5.69
2018,9952,1,0,1,10.37,2979,306,2,58.54
2017,24000,0,1,1,27.39,1248,74,5,8.4
2012,72921,0,1,1,25.44,936,57.6,5,2.5
2012,59000,1,1,1,19.4,1198,86.8,5,3.25
2014,33000,0,1,0,20,1399,68.05,5,3.25
2016,36789,1,0,1,23.1,998,67.04,5,4.25
2014,41000,0,0,1,14.84,2143,170,5,18.5
2015,46650,1,1,1,19.4,1198,86.8,5,4.25
2018,3000,1,0,1,21.4,1197,83.1,5,8.85
2014,14799,1,1,1,21.1,814,55.2,5,4.14
2015,68525,0,1,1,23,1396,90,5,7
2018,15000,0,0,1,10.91,3198,197,7,33
2017,29000,1,1,1,17.4,1497,117.3,5,10
2012,77407,0,1,0,21.5,1248,88.8,5,3.53
2007,118000,1,1,1,12.9,1598,102.5,5,1.35
2013,75000,0,1,1,20.54,1598,103.6,5,4.5
2012,69000,1,1,1,16.8,1497,116.3,5,4.9
2016,52553,0,1,1,19.67,1582,126.2,5,12.26
2014,58000,0,1,0,24.4,1120,71,5,3.99
2017,24000,0,0,1,17.9,2143,170,5,46.95
2015,65542,0,1,1,20,1399,68,5,3.8
2013,68008,0,1,0,15,1896,105,5,6.75
2017,22251,0,1,1,18.49,1493,100,7,8.75
2013,55000,1,1,0,15.8,1499,110,5,5.2
2017,19387,1,1,1,17.1,1591,121.3,5,8.42
2014,58000,1,1,1,26.6,998,58.16,5,3
2016,24001,1,1,1,18.6,1197,81.83,5,5.75
2008,17000,0,0,1,15.2,1968,140.8,5,9.75
2015,28500,1,1,1,19.49,1198,67.04,5,3.5
2014,66000,0,0,1,15.26,2143,203.2,5,30
2017,22000,0,0,1,12.83,2179,147.5,5,35
2018,44383,1,1,1,15.8,1591,121.3,5,13.25
2013,45000,0,1,1,20.5,1598,103.5,5,3.65
2015,58000,0,1,1,23.4,1248,74,5,5.25
2016,69000,1,1,1,15.8,1591,121.3,5,9.7
2017,60993,0,1,1,24,1120,70,5,5.21
2016,67000,0,1,1,18.49,1493,100,7,6.3
2014,51134,0,1,1,24,1120,70,5,4.72
2011,55000,0,0,0,11.7,2993,245,5,28
2018,25082,0,0,1,28.4,1248,73.75,5,8.37
2012,68350,0,1,1,12.55,2982,168.5,7,14
2015,50000,0,0,1,17.68,1968,174.33,5,36
2015,97000,0,1,1,27.3,1498,98.6,5,6.4
2015,56238,0,0,1,11.33,4134,335.2,7,51.69
2014,72618,0,1,1,12.05,2179,120,7,8
2012,62005,0,1,1,18.3,1991,147.9,5,9.8
2012,61250,0,1,1,25.44,936,57.6,5,2.7
2014,28469,0,0,1,18.25,1968,187.74,5,24.37
2018,21488,1,0,1,14.3,1598,103.52,5,9.72
2014,197000,0,1,1,23.4,1248,74,5,5
2009,138205,0,1,0,11.5,2982,171,7,10.5
2012,160000,0,1,0,22.9,1248,74,5,3.9
2012,67590,1,1,1,17,1497,118,5,5.65
2012,52000,0,0,1,15.26,2143,203.2,5,29.95
2008,100000,0,1,0,17.8,1248,75,5,3
2017,60048,0,1,1,26.1,1498,99,5,6
2009,48000,1,1,1,20.36,1197,78.9,5,2.11
2011,100000,1,1,1,19.7,796,46.3,5,1.5
2006,80010,1,1,0,20.4,1197,81.8,5,2.85
2017,26493,0,0,1,19.27,2143,170,5,33.64
2011,96000,0,1,0,17.88,1396,52.8,5,0.91
2014,45700,1,1,0,22.74,796,47.3,5,2.42
2005,13000,1,0,1,9.3,2771,193.1,5,3.25
2013,38000,1,1,1,16.47,1198,73.9,5,2.8
2019,8018,1,0,1,22,1197,81.8,5,8.3
2010,144400,0,1,0,12.05,2179,120,8,5.25
2010,152000,0,1,1,17.8,1248,75,5,2.9
2013,71000,0,0,1,18.88,1995,184,5,15
2012,80000,1,1,0,25.4,624,37.5,4,0.53
2014,87143,0,1,1,12.99,2494,100,8,12.5
2012,25000,1,1,1,18.4,1198,86.8,5,2.75
2018,2000,1,0,1,23.84,1199,83.83,5,5
2014,45239,0,1,1,12.05,2179,120,8,7.09
2011,101999,0,0,1,16.73,1995,218,5,19.99
2014,74219,0,1,1,21.43,1364,87.2,5,10.75
2016,25000,1,0,1,18,1497,117.3,5,9.45
2008,109606,0,1,1,22,1582,126.2,5,2.9
2015,36000,0,1,1,26.59,1248,74,5,4.7
2016,41810,1,1,1,20.73,1373,91.1,5,7.11
2014,93321,0,1,1,22.7,1498,89.84,5,6.25
2011,81000,1,1,1,20.92,998,67.1,5,2.2
2019,25717,1,0,1,19,1199,88.76,5,8.86
2015,37000,0,1,1,15.1,2179,140,7,9.3
2017,56380,0,1,1,18.49,1493,100,7,7.57
2017,8000,1,1,1,18.2,1199,88.7,5,7.9
2018,14589,1,1,1,16.1,1298,88.2,5,5.65
2013,65088,1,1,1,16.47,1198,73.9,5,3.25
2019,24864,0,1,1,20.5,1582,126.2,5,16.27
2011,64831,1,1,1,18.6,1199,79.4,5,3.21
2013,38001,0,1,1,25.8,1498,98.6,5,3.9
2008,77000,1,0,0,10,2496,157.7,5,6.5
2016,27000,0,0,1,18.59,2993,265,5,48
2016,39000,0,0,1,20.38,1968,143,5,18.9
2015,131000,0,1,1,26.59,1248,74,5,3.6
2015,43000,0,1,1,26.59,1248,74,5,5.5
2011,68000,0,1,0,12.8,2494,102,7,7
2016,45165,0,0,1,16.09,1995,184,5,41.75
2007,120000,0,0,1,16.73,1995,218,5,10.5
2014,86091,0,1,1,15.1,2179,140,7,10.09
2009,71499,1,1,1,17,1497,118,5,3
2014,50000,0,1,1,17,2200,139.01,7,12
2015,66000,0,1,1,20.14,1498,88,5,4.91
2010,45000,1,1,1,16,1198,90,5,2
2015,69189,0,1,1,23.59,1364,67.06,5,5.3
2014,40206,0,1,1,19.01,1461,108.5,5,7.22
2017,36723,0,0,1,18.56,1995,190,5,32.57
2010,57500,1,1,1,18.5,1197,80,5,2.75
2018,43912,1,1,1,15.1,1196,73,5,4.33
2011,52000,0,1,1,17.8,1399,68,5,3.75
2014,60952,1,0,1,16.8,1497,118,5,5.91
2013,87192,0,1,1,25.2,1248,74,5,4.35
